,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
27628,s_s_ryan,188975,5,-1,-1,-1,-1,-1,-1,-1
27629,A TripAdvisor Member,188975,1,-1,-1,-1,-1,-1,-1,-1
27630,A TripAdvisor Member,188975,2,-1,-1,-1,-1,-1,-1,-1
27631,Barryjones5,188975,5,-1,-1,-1,-1,-1,-1,-1
27632,A TripAdvisor Member,188975,4,2,5,-1,5,-1,4,-1
27633,TheTravellingGourmet,188975,5,5,5,-1,5,-1,5,-1
27634,MassTraveler,188975,5,3,5,-1,5,-1,5,-1
27635,A TripAdvisor Member,188975,3,-1,-1,-1,-1,-1,-1,-1
27636,ProfMagellan,188975,5,-1,-1,-1,-1,-1,-1,-1
27637,lass=,188975,5,-1,5,-1,-1,-1,5,-1
27638,hir(^0^),188975,5,5,5,5,5,5,5,5
27639,doriano,188975,5,3,5,5,5,5,5,5
27640,chenutjpaul,188975,1,1,2,2,2,2,2,2
27641,lass=,188975,4,-1,5,-1,-1,-1,5,-1
27642,lass=,188975,0,-1,-1,-1,-1,-1,-1,-1
27643,A TripAdvisor Member,308408,1,1,1,-1,1,-1,1,-1
27644,A TripAdvisor Member,308408,1,2,1,-1,1,-1,3,-1
27645,A TripAdvisor Member,308408,2,4,1,-1,1,-1,3,-1
27646,A TripAdvisor Member,308408,5,-1,-1,-1,-1,-1,-1,-1
27647,銇俱倱銇°們銈?> 銇俱倱銇°們銈?</a> </div>,308408,3,4,3,4,3,3,3,3
27648,lass=,308408,0,-1,-1,-1,-1,-1,-1,-1
27649,CADreamin,229164,3,3,3,5,4,4,4,-1
27650,jtriefen,229164,4,5,4,5,5,4,4,-1
27651,Henrythefish,229164,3,3,4,4,4,4,3,-1
27652,bellmeister,229164,4,5,5,4,4,4,4,-1
27653,Ricardfred,229164,4,5,5,5,5,5,5,4
27654,chaoleonard,229164,3,3,4,5,4,1,1,2
27655,rosa63,229164,3,3,3,5,3,3,3,-1
27656,A TripAdvisor Member,229164,4,4,4,-1,5,-1,5,-1
27657,A TripAdvisor Member,229164,4,3,3,-1,4,-1,3,-1
27658,A TripAdvisor Member,229164,3,-1,-1,-1,-1,-1,-1,-1
27659,UMgirl,229164,5,4,5,-1,4,-1,4,-1
27660,A TripAdvisor Member,229164,4,4,4,-1,5,-1,3,-1
27661,A TripAdvisor Member,229164,5,5,5,-1,5,-1,4,-1
27662,A TripAdvisor Member,229164,4,5,4,-1,4,-1,4,-1
27663,wawawa,229164,4,4,4,-1,4,-1,3,-1
27664,A TripAdvisor Member,229164,2,-1,-1,-1,-1,-1,-1,-1
27665,A TripAdvisor Member,229164,4,-1,-1,-1,-1,-1,-1,-1
27666,Spencertraveller,229164,2,-1,-1,-1,-1,-1,-1,-1
27667,Worm,229164,1,-1,-1,-1,-1,-1,-1,-1
27668,A TripAdvisor Member,229164,3,3,2,-1,4,-1,4,-1
27669,A TripAdvisor Member,229164,5,-1,-1,-1,-1,-1,-1,-1
27670,lass=,229164,4,4,4,-1,4,-1,4,-1
27671,lass=,229164,5,-1,5,-1,5,-1,5,-1
27672,lass=,229164,4,-1,4,-1,4,-1,4,-1
27673,lass=,229164,4,-1,4,-1,5,-1,4,-1
27674,lass=,229164,4,-1,4,-1,4,-1,3,-1
27675,lass=,229164,4,-1,5,-1,4,-1,4,-1
27676,lass=,229164,2,-1,2,-1,3,-1,2,-1
27677,lass=,229164,4,-1,5,-1,5,-1,4,-1
27678,lass=,229164,4,-1,2,-1,4,-1,3,-1
27679,lass=,229164,5,-1,5,-1,4,-1,5,-1
27680,lass=,229164,3,-1,2,-1,3,-1,2,-1
27681,lass=,229164,3,-1,4,-1,4,-1,3,-1
27682,lass=,229164,4,-1,3,-1,4,-1,5,-1
27683,lass=,229164,3,-1,3,-1,2,-1,3,-1
27684,lass=,229164,4,-1,4,-1,4,-1,2,-1
27685,lass=,229164,3,-1,3,-1,3,-1,4,-1
27686,lass=,229164,5,5,5,-1,5,-1,5,-1
27687,lass=,229164,4,5,4,-1,5,-1,5,-1
27688,lass=,229164,5,-1,5,-1,5,-1,4,-1
27689,lass=,229164,5,-1,5,-1,4,-1,4,-1
27690,romamor,229164,4,4,4,5,5,4,4,3
27691,lass=,229164,3,-1,4,-1,2,-1,4,-1
27692,lass=,229164,4,-1,4,-1,5,-1,5,-1
27693,lass=,229164,4,-1,5,-1,5,-1,5,-1
27694,lass=,229164,2,-1,1,-1,2,-1,3,-1
27695,matarsakzendeh,279742,4,5,4,5,5,5,5,3
27696,Pressure_Drop,279742,5,4,5,4,5,4,5,3
27697,slickoperator,279742,5,5,5,2,5,5,5,3
27698,Bahadir,279742,5,5,5,4,5,5,5,4
27699,els62,279742,5,5,5,5,5,5,5,4
27700,ambough,279742,4,4,5,5,5,5,5,-1
27701,quiltlover,279742,5,5,5,5,5,5,5,-1
27702,Aged_Travellers,279742,5,5,5,5,5,5,5,-1
27703,Bantamspaul,279742,5,4,5,4,5,4,4,4
27704,Foddye,279742,5,5,5,5,5,5,5,3
27705,PearlieLupita,279742,5,5,5,4,5,4,4,-1
27706,edstraker123,279742,5,5,5,4,5,5,5,5
27707,Lexicles,279742,4,4,5,4,5,2,3,-1
27708,seleus,279742,5,-1,5,4,5,5,5,5
27709,moonbather,279742,5,5,5,4,5,5,5,-1
27710,GlennTheBaker,279742,5,5,5,5,5,5,5,-1
27711,Mayfair Ranger,279742,2,2,2,5,4,3,3,4
27712,tottie,279742,5,5,5,-1,5,-1,5,-1
27713,mattkorey,279742,4,5,5,-1,5,-1,4,-1
27714,A TripAdvisor Member,279742,5,5,5,-1,5,-1,5,-1
27715,bristol_traveller_06,279742,4,3,4,-1,4,-1,4,-1
27716,janetiler,279742,5,5,5,-1,5,-1,5,-1
27717,A TripAdvisor Member,279742,5,-1,-1,-1,-1,-1,-1,-1
27718,A TripAdvisor Member,279742,5,5,4,-1,5,-1,4,-1
27719,resorttrip,279742,5,5,5,-1,5,-1,5,-1
27720,A TripAdvisor Member,279742,4,-1,-1,-1,-1,-1,-1,-1
27721,Chelski07,279742,5,5,5,4,5,4,4,2
27722,lass=,279742,5,-1,5,-1,5,-1,5,-1
27723,lass=,279742,3,-1,3,-1,4,-1,4,-1
27724,lass=,279742,5,-1,4,-1,5,-1,5,-1
27725,lass=,279742,4,-1,4,-1,3,-1,5,-1
27726,lass=,279742,5,-1,5,-1,5,-1,4,-1
27727,lass=,279742,3,-1,4,-1,4,-1,4,-1
27728,lass=,279742,5,-1,4,-1,4,-1,4,-1
27729,lass=,279742,4,-1,5,-1,3,-1,4,-1
27730,lass=,279742,5,-1,5,-1,4,-1,4,-1
27731,BinDereDoneDat,231637,5,5,5,5,5,-1,5,-1
27732,Muldr4Scly,231637,4,4,4,5,4,4,-1,-1
27733,Averbuch,231637,4,4,2,5,5,3,3,-1
27734,phillinda,231637,4,4,4,5,4,4,3,4
27735,A TripAdvisor Member,231637,3,-1,-1,-1,-1,-1,-1,-1
27736,A TripAdvisor Member,231637,5,5,5,-1,5,-1,5,-1
27737,A TripAdvisor Member,231637,5,4,5,-1,5,-1,4,-1
27738,A TripAdvisor Member,231637,5,5,5,-1,5,-1,4,-1
27739,A TripAdvisor Member,231637,5,5,4,-1,5,-1,5,-1
27740,A TripAdvisor Member,231637,5,4,4,-1,4,-1,4,-1
27741,A TripAdvisor Member,231637,5,-1,-1,-1,-1,-1,-1,-1
27742,lass=,231637,5,-1,-1,-1,-1,-1,-1,-1
27743,lass=,231637,5,-1,5,-1,5,-1,4,-1
27744,lass=,231637,3,-1,3,-1,3,-1,3,-1
27745,lass=,231637,4,-1,5,-1,5,-1,3,-1
27746,lass=,231637,4,-1,4,-1,-1,-1,4,-1
27747,lass=,231637,5,-1,5,-1,5,-1,5,-1
27748,lass=,231637,5,-1,4,-1,5,-1,5,-1
27749,lass=,231637,5,5,5,-1,5,-1,5,-1
27750,lass=,231637,4,-1,3,-1,4,-1,4,-1
27751,lass=,231637,4,4,5,-1,5,-1,5,-1
27752,lass=,231637,4,-1,4,-1,4,-1,4,-1
27753,Menorca2006,231637,3,-1,-1,-1,-1,-1,-1,-1
27754,mercedesnani,266625,5,5,4,4,4,5,5,3
27755,debinatore,266625,1,2,1,2,2,1,1,-1
27756,Pmamp,266625,2,-1,-1,-1,-1,-1,-1,-1
27757,A TripAdvisor Member,266625,4,4,4,-1,4,-1,4,-1
27758,A TripAdvisor Member,266625,3,2,2,-1,3,-1,5,-1
27759,A TripAdvisor Member,266625,5,4,5,-1,4,-1,4,-1
27760,A TripAdvisor Member,266625,5,5,5,-1,5,-1,5,-1
27761,A TripAdvisor Member,266625,2,-1,-1,-1,-1,-1,-1,-1
27762,A TripAdvisor Member,266625,3,3,2,-1,3,-1,3,-1
27763,A TripAdvisor Member,266625,4,5,3,-1,5,-1,4,-1
27764,A TripAdvisor Member,266625,2,2,2,-1,3,-1,3,-1
27765,A TripAdvisor Member,266625,2,2,3,-1,3,-1,4,-1
27766,A TripAdvisor Member,266625,2,2,2,-1,4,-1,1,-1
27767,A TripAdvisor Member,266625,3,-1,-1,-1,-1,-1,-1,-1
27768,A TripAdvisor Member,266625,5,5,4,-1,5,-1,5,-1
27769,A TripAdvisor Member,266625,4,5,4,-1,5,-1,4,-1
27770,A TripAdvisor Member,266625,4,3,4,-1,4,-1,3,-1
27771,A TripAdvisor Member,266625,4,4,4,-1,4,-1,3,-1
27772,A TripAdvisor Member,266625,4,-1,-1,-1,-1,-1,-1,-1
27773,A TripAdvisor Member,266625,2,2,3,-1,2,-1,2,-1
27774,A TripAdvisor Member,266625,4,5,4,-1,4,-1,5,-1
27775,A TripAdvisor Member,266625,4,4,4,-1,5,-1,5,-1
27776,A TripAdvisor Member,266625,5,5,3,-1,5,-1,5,-1
27777,A TripAdvisor Member,266625,5,5,4,-1,4,-1,4,-1
27778,A TripAdvisor Member,266625,2,4,5,-1,5,-1,5,-1
27779,A TripAdvisor Member,266625,3,4,3,-1,3,-1,4,-1
27780,A TripAdvisor Member,266625,4,4,3,-1,4,-1,4,-1
27781,A TripAdvisor Member,266625,3,5,4,-1,4,-1,4,-1
27782,A TripAdvisor Member,266625,2,2,2,-1,2,-1,2,-1
27783,A TripAdvisor Member,266625,1,1,1,-1,2,-1,2,-1
27784,A TripAdvisor Member,266625,4,3,4,-1,4,-1,4,-1
27785,A TripAdvisor Member,266625,2,-1,3,-1,3,-1,2,-1
27786,A TripAdvisor Member,266625,4,5,5,-1,5,-1,5,-1
27787,A TripAdvisor Member,266625,5,-1,-1,-1,-1,-1,-1,-1
27788,A TripAdvisor Member,266625,4,3,3,-1,4,-1,4,-1
27789,A TripAdvisor Member,266625,5,5,4,-1,5,-1,4,-1
27790,A TripAdvisor Member,266625,1,2,2,-1,1,-1,1,-1
27791,A TripAdvisor Member,266625,4,4,3,-1,5,-1,4,-1
27792,A TripAdvisor Member,266625,4,4,3,-1,2,-1,4,-1
27793,A TripAdvisor Member,266625,1,2,1,-1,1,-1,1,-1
27794,A TripAdvisor Member,266625,5,3,4,-1,5,-1,4,-1
27795,A TripAdvisor Member,266625,4,4,4,-1,-1,-1,4,-1
27796,A TripAdvisor Member,266625,3,2,3,-1,4,-1,3,-1
27797,A TripAdvisor Member,266625,2,3,2,-1,3,-1,3,-1
27798,A TripAdvisor Member,266625,2,4,3,-1,4,-1,3,-1
27799,A TripAdvisor Member,266625,1,-1,1,-1,1,-1,2,-1
27800,A TripAdvisor Member,266625,3,4,3,-1,3,-1,3,-1
27801,A TripAdvisor Member,266625,1,1,2,-1,2,-1,2,-1
27802,A TripAdvisor Member,266625,4,5,4,-1,5,-1,5,-1
27803,A TripAdvisor Member,266625,1,3,3,-1,1,-1,1,-1
27804,A TripAdvisor Member,266625,2,2,2,-1,2,-1,3,-1
27805,A TripAdvisor Member,266625,4,5,4,-1,4,-1,4,-1
27806,A TripAdvisor Member,266625,2,3,3,-1,3,-1,3,-1
27807,A TripAdvisor Member,266625,1,2,2,-1,4,-1,3,-1
27808,A TripAdvisor Member,266625,3,3,2,-1,4,-1,4,-1
27809,A TripAdvisor Member,266625,4,4,4,-1,3,-1,4,-1
27810,A TripAdvisor Member,266625,1,-1,-1,-1,-1,-1,-1,-1
27811,A TripAdvisor Member,266625,4,4,4,-1,5,-1,4,-1
27812,A TripAdvisor Member,266625,5,4,3,-1,5,-1,4,-1
27813,A TripAdvisor Member,266625,2,1,1,-1,2,-1,1,-1
27814,lass=,266625,5,-1,-1,-1,-1,-1,-1,-1
27815,Categoriaf,266625,3,3,4,4,3,4,4,2
27816,lass=,266625,4,-1,-1,-1,-1,-1,-1,-1
27817,joligathor,266625,1,1,3,4,4,1,2,-1
27818,A TripAdvisor Member,266625,2,2,1,-1,3,-1,3,-1
27819,Marie-Elaine,266625,4,4,4,-1,4,-1,4,-1
27820,lass=,266625,5,5,5,-1,4,-1,5,-1
27821,lass=,266625,4,4,5,-1,4,-1,4,-1
27822,kenopdx,603110,5,5,5,5,5,5,4,3
27823,ppilot,603110,4,5,4,4,4,4,4,3
27824,ChicagoMusicFan,603110,5,4,5,5,5,5,5,4
27825,Glamanda,603110,5,5,5,5,5,5,5,5
27826,A TripAdvisor Member,603110,5,4,3,-1,5,-1,5,-1
27827,Dezzydez,603110,3,4,3,-1,4,-1,3,-1
27828,A TripAdvisor Member,603110,3,3,2,-1,5,-1,1,-1
27829,A TripAdvisor Member,603110,3,3,4,-1,3,-1,1,-1
27830,A TripAdvisor Member,603110,4,3,4,-1,4,-1,1,-1
27831,A TripAdvisor Member,603110,5,5,4,-1,5,-1,3,-1
27832,lass=,603110,5,-1,4,-1,5,-1,5,-1
27833,lass=,603110,4,-1,4,-1,4,-1,3,-1
27834,lass=,603110,4,-1,3,-1,4,-1,4,-1
27835,lass=,603110,4,-1,4,-1,5,-1,4,-1
27836,lass=,603110,4,-1,4,-1,4,-1,4,-1
27837,BOLOCO21,603110,4,-1,-1,-1,-1,-1,-1,-1
27838,lass=,603110,4,-1,4,-1,-1,-1,4,-1
27839,tedl,897108,5,5,-1,5,5,5,5,-1
27840,VAF,897108,4,4,5,4,5,4,5,-1
27841,mkb607,897108,5,5,5,5,5,5,5,-1
27842,susiet,897108,2,2,3,4,3,1,2,-1
27843,Donna Louise,897108,4,-1,-1,-1,-1,-1,-1,-1
27844,hehateme,897108,5,5,4,5,5,5,4,-1
27845,kellyaaa,897108,4,4,4,5,4,5,4,4
27846,jhanni,897108,4,-1,-1,-1,-1,-1,-1,-1
27847,hlywud,897108,4,4,4,4,4,-1,4,4
27848,davidli,897108,2,3,3,3,3,2,4,3
27849,drago_29,897108,5,5,5,5,4,5,5,-1
27850,yoneidy,897108,5,5,5,5,4,5,5,4
27851,flyer101,85031,4,4,4,4,4,4,3,4
27852,Tony_No,85031,3,3,4,4,4,3,3,2
27853,drc225,85031,2,2,2,2,3,3,2,3
27854,se2121,85031,3,2,2,4,2,3,3,-1
27855,tonymoco,85031,4,3,3,4,5,3,2,5
27856,globetrotterboy,85031,4,4,4,5,4,5,5,-1
27857,Aussie08,85031,4,4,5,5,5,5,4,3
27858,californiamom,85031,5,4,5,5,5,5,5,5
27859,gahlisary,85031,3,-1,-1,-1,-1,-1,-1,-1
27860,nrh,85031,4,4,4,4,3,5,5,3
27861,LangleyVagabond,85031,2,2,2,4,3,1,2,-1
27862,FightOn,85031,5,5,5,5,5,5,5,5
27863,jph948,85031,5,4,5,4,5,3,4,3
27864,ute_fan,85031,4,3,4,4,5,4,2,-1
27865,zProsperity,85031,5,5,5,5,5,5,5,5
27866,hdblue,85031,4,5,4,-1,4,-1,5,-1
27867,Greataunt,85031,3,-1,-1,-1,-1,-1,-1,-1
27868,A TripAdvisor Member,85031,5,5,4,-1,5,-1,5,-1
27869,A TripAdvisor Member,85031,5,4,4,-1,5,-1,4,-1
27870,Where to go nextt,85031,3,3,4,-1,5,-1,5,-1
27871,A TripAdvisor Member,85031,4,4,4,-1,4,-1,5,-1
27872,A TripAdvisor Member,85031,3,1,1,-1,5,-1,3,-1
27873,Chiefy,85031,5,-1,-1,-1,-1,-1,-1,-1
27874,mjamesChicago,85031,2,2,2,-1,2,-1,1,-1
27875,A TripAdvisor Member,85031,5,5,5,-1,5,-1,5,-1
27876,A TripAdvisor Member,85031,3,3,2,-1,2,-1,2,-1
27877,A TripAdvisor Member,85031,5,4,5,-1,5,-1,5,-1
27878,A TripAdvisor Member,85031,5,-1,-1,-1,-1,-1,-1,-1
27879,A TripAdvisor Member,85031,4,3,4,-1,4,-1,5,-1
27880,A TripAdvisor Member,85031,4,4,5,-1,5,-1,4,-1
27881,A TripAdvisor Member,85031,4,-1,-1,-1,-1,-1,-1,-1
27882,A TripAdvisor Member,85031,5,4,4,-1,4,-1,5,-1
27883,llcook00,85031,5,-1,-1,-1,-1,-1,-1,-1
27884,lass=,85031,4,-1,5,-1,5,-1,4,-1
27885,shandy40,317477,5,5,4,4,4,5,5,-1
27886,fc1,317477,1,1,1,3,3,2,1,-1
27887,FemaleTraveler,317477,5,5,4,5,4,5,5,-1
27888,garymiller,317477,4,-1,-1,-1,-1,-1,-1,-1
27889,timdaw,317477,5,5,5,5,5,5,5,3
27890,KayD,317477,5,4,4,4,5,5,5,-1
27891,Globbie,317477,4,4,4,5,4,3,-1,-1
27892,Mimsicle,317477,5,4,5,5,5,5,5,-1
27893,scor,317477,5,5,5,5,5,5,5,5
27894,fishgod1010,317477,5,5,5,5,5,5,5,5
27895,prere,317477,5,-1,-1,-1,-1,-1,-1,-1
27896,A TripAdvisor Member,317477,4,5,4,-1,5,-1,5,-1
27897,SnowFallingOnCedars,317477,5,-1,-1,-1,-1,-1,-1,-1
27898,A TripAdvisor Member,317477,4,4,4,-1,4,-1,5,-1
27899,A TripAdvisor Member,317477,2,3,2,-1,2,-1,4,-1
27900,cnchapman,317477,5,4,5,-1,5,-1,4,-1
27901,UselessJRPass,317477,5,5,5,-1,5,-1,5,-1
27902,Poots-UK,317477,5,4,5,-1,5,-1,5,-1
27903,A TripAdvisor Member,317477,4,-1,-1,-1,-1,-1,-1,-1
27904,A TripAdvisor Member,317477,5,-1,-1,-1,-1,-1,-1,-1
27905,tarepanda-a,317477,4,4,5,4,3,4,4,3
27906,lass=,317477,3,-1,4,-1,-1,-1,3,-1
27907,lass=,317477,4,-1,3,-1,-1,-1,4,-1
27908,thebeerhunter,89143,2,2,2,4,2,3,3,-1
27909,A TripAdvisor Member,89143,5,-1,-1,-1,-1,-1,-1,-1
27910,CypressPatterson,89143,3,3,3,-1,4,-1,3,-1
27911,A TripAdvisor Member,89143,4,3,4,-1,4,-1,4,-1
27912,A TripAdvisor Member,89143,5,5,5,-1,5,-1,5,-1
27913,A TripAdvisor Member,89143,2,-1,-1,-1,-1,-1,-1,-1
27914,A TripAdvisor Member,89143,1,1,1,-1,1,-1,1,-1
27915,A TripAdvisor Member,89143,5,5,4,-1,5,-1,5,-1
27916,A TripAdvisor Member,89143,5,5,5,-1,-1,-1,5,-1
27917,CockneyBrum,89143,4,4,5,-1,4,-1,5,-1
27918,A TripAdvisor Member,89143,1,1,2,-1,4,-1,2,-1
27919,A TripAdvisor Member,89143,4,4,2,-1,4,-1,5,-1
27920,A TripAdvisor Member,89143,2,4,2,-1,2,-1,-1,-1
27921,A TripAdvisor Member,89143,1,-1,-1,-1,-1,-1,-1,-1
27922,A TripAdvisor Member,89143,1,1,1,-1,2,-1,4,-1
27923,A TripAdvisor Member,89143,5,5,4,-1,4,-1,4,-1
27924,A TripAdvisor Member,89143,4,4,3,-1,2,-1,4,-1
27925,A TripAdvisor Member,89143,1,1,1,-1,3,-1,1,-1
27926,A TripAdvisor Member,89143,1,3,3,-1,3,-1,2,-1
27927,williamtwo,89143,1,2,1,-1,1,-1,1,-1
27928,CenlaTraveler,89143,1,1,1,-1,1,-1,2,-1
27929,A TripAdvisor Member,89143,4,5,3,-1,4,-1,4,-1
27930,A TripAdvisor Member,89143,1,3,1,-1,2,-1,2,-1
27931,A TripAdvisor Member,89143,1,3,1,-1,1,-1,4,-1
27932,A TripAdvisor Member,89143,3,-1,-1,-1,-1,-1,-1,-1
27933,A TripAdvisor Member,89143,2,2,2,-1,3,-1,3,-1
27934,A TripAdvisor Member,89143,4,-1,-1,-1,-1,-1,-1,-1
27935,A TripAdvisor Member,89143,1,2,1,-1,1,-1,2,-1
27936,A TripAdvisor Member,89143,1,1,1,-1,1,-1,2,-1
27937,A TripAdvisor Member,89143,5,4,3,-1,4,-1,4,-1
27938,Kcarp,89143,2,-1,-1,-1,-1,-1,-1,-1
27939,A TripAdvisor Member,89143,5,5,3,-1,3,-1,5,-1
27940,A TripAdvisor Member,89143,4,4,4,-1,4,-1,3,-1
27941,sushi33,235990,5,5,5,5,4,5,5,4
27942,A TripAdvisor Member,235990,4,-1,-1,-1,-1,-1,-1,-1
27943,A TripAdvisor Member,235990,4,4,3,-1,4,-1,4,-1
27944,A TripAdvisor Member,235990,1,-1,-1,-1,-1,-1,-1,-1
27945,Liz1953,235990,5,-1,-1,-1,-1,-1,-1,-1
27946,A TripAdvisor Member,235990,5,-1,-1,-1,-1,-1,-1,-1
27947,lass=,235990,5,5,5,-1,5,-1,5,-1
27948,lass=,235990,4,4,3,-1,4,-1,5,-1
27949,lass=,235990,5,5,5,-1,4,-1,4,-1
27950,lass=,235990,5,-1,4,-1,-1,-1,5,-1
27951,lass=,235990,5,-1,5,-1,-1,-1,5,-1
27952,lass=,235990,4,5,4,-1,4,-1,5,-1
27953,lass=,235990,4,4,4,-1,4,-1,5,-1
27954,lass=,235990,4,4,5,-1,4,-1,4,-1
27955,lass=,235990,4,3,5,-1,5,-1,4,-1
27956,lass=,235990,4,4,4,-1,4,-1,4,-1
27957,lass=,235990,4,4,5,-1,4,-1,5,-1
27958,lass=,235990,3,3,4,-1,4,-1,4,-1
27959,lass=,235990,0,-1,-1,-1,-1,-1,-1,-1
27960,lass=,235990,4,4,4,-1,2,-1,3,-1
27961,lass=,235990,4,4,2,-1,5,-1,3,-1
27962,lass=,235990,4,4,5,-1,5,-1,4,-1
27963,loopylady,529918,3,-1,-1,-1,-1,-1,-1,-1
27964,A TripAdvisor Member,529918,4,4,3,-1,5,-1,4,-1
27965,A TripAdvisor Member,529918,5,5,4,-1,5,-1,4,-1
27966,lass=,529918,5,5,5,-1,5,-1,5,-1
27967,lass=,529918,5,5,4,-1,5,-1,5,-1
27968,lass=,529918,4,5,4,-1,5,-1,4,-1
27969,lass=,529918,5,5,4,-1,5,-1,4,-1
27970,lass=,529918,5,4,5,-1,5,-1,5,-1
27971,lass=,529918,4,4,4,-1,4,-1,3,-1
27972,lass=,529918,4,4,3,-1,5,-1,4,-1
27973,lass=,529918,4,5,4,-1,4,-1,3,-1
27974,lass=,529918,4,4,4,-1,4,-1,4,-1
27975,lass=,529918,3,3,3,-1,3,-1,3,-1
27976,lass=,529918,4,5,3,-1,4,-1,4,-1
27977,lass=,529918,4,5,5,-1,4,-1,4,-1
27978,lass=,529918,4,5,4,-1,4,-1,4,-1
27979,lass=,529918,4,5,3,-1,5,-1,4,-1
27980,lass=,529918,3,4,2,-1,4,-1,3,-1
27981,lass=,529918,4,4,5,-1,4,-1,5,-1
27982,lass=,529918,4,5,4,-1,5,-1,5,-1
27983,lass=,529918,4,5,5,-1,5,-1,5,-1
27984,lass=,529918,5,5,5,-1,4,-1,5,-1
27985,lass=,529918,4,5,4,-1,5,-1,3,-1
27986,lass=,529918,4,4,4,-1,4,-1,5,-1
27987,lass=,529918,4,4,3,-1,4,-1,4,-1
27988,lass=,529918,4,4,5,-1,5,-1,4,-1
27989,lass=,529918,4,5,4,-1,4,-1,5,-1
27990,lass=,529918,4,4,4,-1,3,-1,3,-1
27991,lass=,529918,5,5,4,-1,4,-1,4,-1
27992,lass=,529918,5,5,4,-1,4,-1,5,-1
27993,lass=,529918,5,5,5,-1,4,-1,4,-1
27994,lass=,529918,4,4,4,-1,5,-1,4,-1
27995,lass=,529918,5,5,4,-1,5,-1,3,-1
27996,lass=,529918,3,4,3,-1,3,-1,2,-1
27997,lass=,529918,5,5,4,-1,4,-1,3,-1
27998,lass=,529918,4,5,4,-1,3,-1,5,-1
27999,lass=,529918,4,4,3,-1,4,-1,3,-1
28000,lass=,529918,4,4,3,-1,5,-1,3,-1
28001,lass=,529918,4,5,3,-1,4,-1,3,-1
28002,lass=,529918,4,4,5,-1,5,-1,5,-1
28003,lass=,529918,4,5,4,-1,3,-1,4,-1
28004,lass=,529918,3,3,3,-1,4,-1,3,-1
28005,lass=,529918,3,4,3,-1,4,-1,3,-1
28006,lass=,529918,4,4,5,-1,4,-1,4,-1
28007,gascony,199319,1,1,1,3,2,1,1,-1
28008,woozal,199319,5,5,5,3,5,5,5,5
28009,MisstheDogs,199319,5,5,5,3,5,5,5,5
28010,Cranford217,199319,4,4,4,5,5,4,4,5
28011,jarusoba,199319,5,5,5,4,5,5,4,4
28012,Montydoro,199319,3,3,4,-1,2,-1,4,-1
28013,A TripAdvisor Member,199319,5,5,5,-1,5,-1,5,-1
28014,A TripAdvisor Member,199319,5,-1,-1,-1,-1,-1,-1,-1
28015,lass=,199319,5,-1,5,-1,5,-1,5,-1
28016,TejasJuez,119643,2,3,2,4,3,3,-1,-1
28017,dfctrip,119643,2,3,2,4,3,3,3,-1
28018,terriraven,119643,5,4,5,5,5,5,5,5
28019,OHTrip,119643,3,-1,-1,-1,-1,-1,-1,-1
28020,americabound,119643,5,5,4,5,4,5,5,3
28021,Royzee,119643,4,5,4,4,4,5,4,2
28022,Amandamanx,119643,2,3,2,4,4,5,5,-1
28023,puma1.716v,119643,4,-1,-1,-1,-1,-1,-1,-1
28024,A TripAdvisor Member,119643,5,5,4,-1,5,-1,5,-1
28025,A TripAdvisor Member,119643,5,4,5,-1,5,-1,5,-1
28026,A TripAdvisor Member,119643,3,-1,-1,-1,-1,-1,-1,-1
28027,A TripAdvisor Member,119643,3,3,3,-1,4,-1,3,-1
28028,lopo147,119643,4,5,3,-1,4,-1,5,-1
28029,A TripAdvisor Member,119643,5,5,5,-1,5,-1,5,-1
28030,A TripAdvisor Member,119643,4,5,4,-1,5,-1,4,-1
28031,orangetime,119643,5,5,5,-1,5,-1,5,-1
28032,travelwblondie,119643,5,5,5,-1,5,-1,5,-1
28033,A TripAdvisor Member,119643,4,5,4,-1,3,-1,5,-1
28034,A TripAdvisor Member,119643,2,3,3,-1,3,-1,4,-1
28035,A TripAdvisor Member,119643,5,-1,5,-1,5,-1,5,-1
28036,A TripAdvisor Member,119643,5,-1,-1,-1,-1,-1,-1,-1
28037,A TripAdvisor Member,119643,4,5,4,-1,5,-1,5,-1
28038,A TripAdvisor Member,119643,4,3,3,-1,4,-1,5,-1
28039,A TripAdvisor Member,119643,4,3,3,-1,4,-1,-1,-1
28040,A TripAdvisor Member,119643,4,-1,-1,-1,-1,-1,-1,-1
28041,A TripAdvisor Member,119643,5,5,4,-1,4,-1,5,-1
28042,A TripAdvisor Member,119643,3,5,3,-1,3,-1,5,-1
28043,FlyMeToTheMoon,119643,4,4,2,-1,3,-1,3,-1
28044,A TripAdvisor Member,119643,2,-1,-1,-1,-1,-1,-1,-1
28045,A TripAdvisor Member,119643,4,4,3,-1,4,-1,3,-1
28046,lass=,119643,5,-1,-1,-1,-1,-1,-1,-1
28047,lass=,119643,4,-1,4,-1,4,-1,4,-1
28048,lass=,119643,5,-1,5,-1,5,-1,4,-1
28049,lass=,119643,3,-1,1,-1,3,-1,3,-1
28050,lass=,119643,4,-1,4,-1,5,-1,4,-1
28051,lass=,119643,4,-1,3,-1,4,-1,4,-1
28052,lass=,119643,5,-1,4,-1,5,-1,5,-1
28053,lass=,119643,5,-1,5,-1,5,-1,5,-1
